domain,name,phone,email,address,city,region,country,category,description
uniprix.com,Uniprix Fadi Chamoun et Spiros Marinis - Pharmacie affiliée,15143654155.0,,"Lasalle, Quebec, Canada",lasalle,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix P. Lapointe, et N. Sévigny - Pharmacie affiliée",15143743330.0,,"Montreal, Quebec, Canada · +1 514-374-3330",montreal,qc,ca,,
uniprix.com,Uniprix Anne-Catherine McDuff - Pharmacie affiliée,14502861777.0,,"5375 Grande Allée, Brossard, QC J4Z 3G8, Canada",brossard,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Daniel Pageau - Pharmacie affiliée,15143262394.0,,"Montreal, Quebec, Canada",montreal,qc,ca,Medical Laboratories,
uniprix.com,Uniprix D. Legault et N.B. De la Bruère - Pharmacie affiliée,14188452111.0,,"4770 Route Sainte Geneviève, Québec, QC G2B 4P1, Canada",loretteville south,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Pascal Deschênes - Pharmacie affiliée,14503143899.0,,"4769 Boulevard Dagenais O, Laval, QC H7R 1L7, Canada",laval,qc,ca,Medical Supply Manufacturers,
uniprix.com,"Uniprix Alexandre Ung & Associé, Pharmaciens S.E.N.C. - Pharmacie affiliée",14188492907.0,,891 Rue Jacques-Bédard local 30,quebec,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Santé Amir Helkany - Pharmacie affiliée,15148618947.0,,"450A-895de, Rue De La Gauchetière O, Montréal, QC H3B 4G1, Canada",montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix Clinique L. Bourassa, M. Halley et M. Leduc - Pharmacie affiliée",14502402001.0,,"Saint-Sauveur, Quebec, Canada · +1 450-240-2001",saint-sauveur,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Jacques Laganière - Pharmacie affiliée,14503786999.0,,"35 Rue Principale, Granby, QC J2G 2T7",granby,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Pharmacie Vu-Bien Pham,15147351383.0,,"Montreal, Quebec",montreal,qc,ca,,
uniprix.com,Uniprix Lecompte et Roy - Pharmacie affiliée,14189155551.0,,1830 Avenue Industrielle,quebec,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Anne-Marie Ratté - Pharmacie affiliée,14189776555.0,,"3417 1re Ave, Québec, QC G1L 3R4, Canada",quebec,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix| Photocopie et télécopie,14188356666.0,,"7777 Boulevard Guillaume-Couture, Lévis, QC G6V 6S6, Canada",levis,qc,ca,Promotional Merchandising & Commercial Printing,
uniprix.com,Uniprix N. Vigneault et Associés - Pharmacie affiliée,14508823888.0,,"Chertsey, Quebec, Canada",chertsey,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Pierre-Olivier Proulx - Pharmacie affiliée,14504414949.0,,"2300 Boulevard du Millénaire, Saint-Basile-le-Grand, QC J3N 1T8, Canada",saint-basile-le-grand,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique A. Lamontagne et S. Moffet - Pharmacie affiliée,18198385000.0,,"Ayer's Cliff, Quebec, Canada · +1 819-838-5000",quebec,qc,ca,,
uniprix.com,"Uniprix Santé A. Bélanger, M.A. Joly et J. Kachami - Pharmacie affiliée",14504798448.0,,"9 Rue Notre Dame, Oka, Quebec J0N 1E0, Canada",oka,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix P.L. Boivin, A. Hébert-Bernier et E. Lucier - Pharmacie affiliée",14505365300.0,,"863 Boulevard Yvon-L'Heureux N, Beloeil, QC J3G 6P5, Canada",beloeil,qc,ca,Medical Laboratories,
uniprix.com,Uniprix Clinique Sarah Fizazi - Pharmacie affiliée,15143702626.0,,"Montreal, Quebec, Canada",montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Robert Mailly et Simon Quan Nguyen - Pharmacie affiliée,14502632666.0,,"101 Rue Albert, Cowansville, QC J2K 2W4, Canada",cowansville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Jean Archambault - affiliated Pharmacy,15143650023.0,,"8626 Rue Centrale, Lasalle, Quebec H8P 1N5, Canada",lasalle,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Marie-Josée Breton - Pharmacie affiliée,14506772876.0,,"825 Rue Saint-Laurent Ouest, Longueuil, Quebec J4K 2V1, Canada",longueuil,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Martin Beaucage - Pharmacie affiliée,18196632727.0,,"914 Boulevard Maloney E, Gatineau, QC J8P 1H5, Canada",gatineau,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Étienne Beaulieu - Pharmacie affiliée,14506595426.0,,"Candiac, Quebec, Canada",candiac,qc,ca,Medical Laboratories,
uniprix.com,"Uniprix A. Grenier, M.-J. Lavoie et G. Patry - Pharmacie affiliée",14187323020.0,,"333 Avenue de la Cathédrale, Rimouski, Quebec G5L 5J5, Canada",rimouski,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Rafik Abdel Malek et Reham Zakhary - Pharmacie affiliée,15146263838.0,,"Pierrefonds, Quebec, Canada",pierrefonds,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix J. Laganière, C. Labranche, M.-A. Chu et S. Pak - Pharmacie affiliée",14505345534.0,,"82 Boulevard de Bromont A101, Bromont, QC J2L 2K3, Canada",bromont,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Éric Sansregret - Pharmacie affiliée,14504357712.0,,"13, 714 Boulevard du Curé-Labelle Bureau 100, Mirabel, QC J7J 2K8, Canada",mirabel,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix Côté-Desjardins, Fiset, Parent et Trudel - Pharmacie affiliée",14188356666.0,,"7777 Boulevard Guillaume-Couture #31, Levis, Quebec G6V 6Z1, Canada",levis,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Marc Dontigny - Pharmacie affiliée,18193782828.0,,701 Boulevard Thibeau,trois-rivieres,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Zakrzewski-Jakubiak et Melki - Pharmacie affiliée,15146209160.0,,"3708 Boul Saint-Jean, Dollard-des-Ormeaux, QC H9G 1X1, Canada",dollard-des-ormeaux,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Bichoy Bissada - Pharmacie affiliée,18192430243.0,,"495 Boulevard de la Gappe Local 10, Gatineau, QC J8T 0A5, Canada",gatineau,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix P. Gilbert, D. Gobeil et P. Martel - Pharmacie affiliée",18194773777.0,,"511 Rue Hériot, Drummondville, QC J2B 7R3, Canada",drummondville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Louis-Philippe Kassar - Pharmacie affiliée,14502293501.0,,"1150 Rue du Bourg-Joli, Sainte-Adèle, QC J8B 1W8, Canada",sainte-adele,qc,ca,,
uniprix.com,Bui Pharmacie,15147353613.0,,5843 Côte-des-Neiges Rd · +1 514-735-3613,dollard-des-ormeaux,quebec,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Maciek Zarzycki - Pharmacie affiliée,15144575681.0,,"88 Rue Sainte-Anne, Sainte-Anne-de-Bellevue, QC H9X 1L8, Canada",sainte-anne-de-bellevue,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix Clinique M. Leduc, M. Halley et J. Bolduc - Pharmacie affiliée",14504732713.0,,"75 Rue Grignon, Saint-Eustache, Quebec J7P 4J2, Canada",saint-eustache,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Philippe Germain et David Trépanier - Pharmacie affiliée,18195381655.0,,"Grand-Mère, Quebec, Canada",dollard-des-ormeaux,quebec,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Chabot et associé - Pharmacie affiliée,14506227308.0,,"Laval, Quebec, Canada · +1 450-622-7308",laval,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix I. Hassan, Z. Kassem Hassan et P. Abran - Pharmacie affiliée",14506703500.0,,"2828 Rue de Lyon, Longueuil, QC J4L 3R2, Canada",longueuil,qc,ca,Beauty Salons - Equipment & Supplies,
uniprix.com,Uniprix Mylen Pellerin & Julien Bureau - Pharmacie affiliée,18195371869.0,,"1920 105e Ave, Shawinigan-Sud, Quebec G9P 1N4, Canada",quebec,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Noha Bestawros et Christian Shefteshy - Pharmacie affiliée,15143538745.0,,"Montreal, Quebec, Canada · +1 514-353-8745",montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Vincent Roy - Pharmacie affiliée,14506729730.0,,"3714 Taschereau Blvd, Greenfield Park, Quebec J4V 2H8, Canada",greenfield park,qc,ca,Medical Supply Manufacturers,
uniprix.com,"Uniprix M.-C. Émond, R. Côté et S. Patenaude - Pharmacie affiliée",14502453383.0,,"7+ years in business · Napierville, Quebec, Canada",napierville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Jean-François Hébert et Gaétan Couillard - Pharmacie affiliée,14504724800.0,,"142 25e Av A, Saint-Eustache, QC J7P 2V2, Canada",saint-eustache,qc,ca,,
uniprix.com,"Uniprix Santé Lemire, Pelletier, Pharmaciennes, S.E.N.C. - Pharmacie affiliée",14508188070.0,,"832 Boulevard du Curé-Labelle A, Blainville, QC J7C 2K6, Canada",blainville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Francis Gince - Pharmacie affiliée,14503470361.0,,"395 Rue Jacques-Cartier S, Saint-Jean-sur-Richelieu, QC J3B 7T1, Canada",saint-jean-sur-richelieu,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Guillaume Latulippe - Pharmacie affiliée,14503472000.0,,"795 Boul. d'Iberville, Saint-Jean-sur-Richelieu, QC J2X 4S7, Canada",saint-jean-sur-richelieu,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Martin Halley et Matthieu Leduc - Pharmacie affiliée,14504327373.0,,"2100 Boulevard du Curé-Labelle Local 105, Saint-Jérôme, QC J7Y 1S8, Canada",saint-jerome,qc,ca,Beauty Salons - Equipment & Supplies,
uniprix.com,"Uniprix David Hoang, Tu Ngan Hoang et Rachana Var - Pharmacie affiliée",14503733146.0,,"414 Chemin Larocque, Salaberry-de-Valleyfield, Quebec J6T 4C5, Canada",salaberry-de-valleyfield,qc,ca,,
uniprix.com,Uniprix Annie Lachapelle & Isabelle Tondreau - Pharmacie affiliée,14509221030.0,,"2033 Rue Principale #103, Sainte-Julie, Quebec J3E 1W1, Canada",sainte-julie,qc,ca,,
uniprix.com,pharmacie uniprix,15146848860.0,,"Boulevard de la Gappe, Gatineau, QC J8T 0C2, Canada",gatineau,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Suzanne Mehanna - Pharmacie affiliée,14506673202.0,,1435 Boulevard Saint-Martin O Suite 202,dollard-des-ormeaux,quebec,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Pierre Gravel - Pharmacie affiliée,15143521340.0,,"6780 Boulevard Joseph-Renaud, Anjou, QC H1K 3V4, Canada",anjou,qc,ca,Medical Laboratories,
uniprix.com,Uniprix Marie-Claude Lacourse - Pharmacie affiliée,14509074907.0,,"Saint-Philippe, Quebec, Canada · +1 450-907-4907",saint-philippe,qc,ca,Medical Laboratories,
uniprix.com,Uniprix Marie-Claude Cyr - Pharmacie affiliée,15143244520.0,,"Montréal-Nord, Quebec, Canada · +1 514-324-4520",quebec,qc,ca,Medical Laboratories,
uniprix.com,Uniprix A. Lamontagne et S. Moffet - Pharmacie affiliée,18198435003.0,,"904 Rue Principale O, Magog, QC J1X 2B6, Canada",magog,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Yvette Charron - Pharmacie affiliée,14506351234.0,,"5300 Boul Saint-Laurent Suite 150, Sainte-Catherine, QC J5C 1A8",sainte-catherine,qc,ca,Medical Supply Manufacturers,
uniprix.com,Uniprix S. Belmonte et N. De la Bruère - Pharmacie affiliée,14186142554.0,,1190 Boulevard Louis-XIV · In Place Louis-XIV,dollard-des-ormeaux,quebec,ca,Drug Stores & Pharmacies,
uniprix.com,Pharmacie Gabriel Nasser,15146945050.0,,"17000 Hymus Blvd, Kirkland, Quebec H9J 2W2, Canada",kirkland,qc,ca,,
uniprix.com,Uniprix Santé Ahmad Hassan - Pharmacie affiliée,18192460944.0,,"520 Boulevard de l'Hôpital, Gatineau, Quebec J8V 2P5, Canada",gatineau,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix P. Lapointe et N. Sévigny - Pharmacie affiliée,15142741114.0,,"Montreal, Quebec, Canada",montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Kevin Girard et Dominic Perron - Pharmacie affiliée,14185490950.0,,"80 Rue Racine E suite 100, Chicoutimi, QC G7H 1P6, Canada",chicoutimi,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Pharmacie Uniprix,14504357712.0,,"Mirabel, Quebec, Canada",mirabel,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Josée Maltais - Pharmacie affiliée,14185448266.0,,"435 Rue Albert, La Baie, Quebec G7B 3L5, Canada",la baie,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Marie-Noëlle Minville et Isabelle Minville - Pharmacie affiliée,14187754314.0,,"40 Avenue Doucet, Mont-Joli, QC G5H 0B8, Canada",mont-joli,qc,ca,,
uniprix.com,Uniprix Santé Jacques Laganière - Pharmacie affiliée,14502639464.0,,"120 Boulevard Pierre-Laporte, Cowansville, Quebec J2K 3Z1, Canada",cowansville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Cote Charbonneau & Savoie,18199866000.0,,620 Ave. de Buckingham · +1 819-986-6000,dollard-des-ormeaux,quebec,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Isabelle Kim Thien Dang - affiliated Pharmacy,15148496176.0,,3575 Park Ave #5602,montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix S. Grégoire et D. Thibault - Pharmacie affiliée,18198231515.0,,"330 Rue des Érables, Sherbrooke, Quebec J1L 2A9, Canada",sherbrooke,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Abel-Claude Arslanian - Pharmacie affiliée,15143033832.0,,1500 Henri-Bourassa Blvd W · +1 514-303-3832,dollard-des-ormeaux,quebec,ca,Medical Supply Manufacturers,
uniprix.com,"Uniprix Santé M. Fiset, M.-A. Lemieux et L.-A. Hamel - Pharmacie affiliée",14188301222.0,,"5700 Boulevard Étienne-Dallaire Suite 120, Lévis, QC G6V 8R8, Canada",levis,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Sylvie Delisle - Pharmacie affiliée,14504373180.0,,"Boisbriand, Quebec, Canada",boisbriand,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix K. Deschênes, C. Drapeau et S. H. Gélinas - Pharmacie affiliée",14187240813.0,,"459 Boulevard St Germain, Rimouski, QC G5L 3P2, Canada",rimouski,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Pharmacie,15142884864.0,,"Montreal, Quebec, Canada · +1 514-288-4864",montreal,qc,ca,Medical Laboratories,
uniprix.com,"Uniprix K. Manoukian, V. Jbeili et L. Chouinard - Pharmacie affiliée",14509921991.0,,"Saint-Rémi, Quebec, Canada",saint-remi,qc,ca,Medical Laboratories,
uniprix.com,Uniprix Mariane Gagnon - Pharmacie affiliée,15142744441.0,,5101 Saint Denis St,montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Luka Hodhod - Pharmacie affiliée,15146945050.0,,"17000 Hymus Blvd, Kirkland, Quebec H9J 2W2, Canada",kirkland,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Clinique Sandra El Bacha - Pharmacie affiliée,15148422083.0,,"Montreal, Quebec, Canada · +1 514-842-2083",montreal,qc,ca,Drug Stores & Pharmacies,
uniprix.com,"Uniprix Clinique P. Gilbert, D. Gobeil et P. Martel - Pharmacie affiliée",18198502300.0,,"275 Rue Cockburn, Drummondville, QC J2C 4L5, Canada",drummondville,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Vinh The Jimmy Pham et Kar Man Lam - Pharmacie affiliée,15146452381.0,,"13170 Rue Sherbrooke E, Riviere-des-Prairies—Pointe-aux-Trembles, QC H1A 4B1, Canada",pointe-aux-trembles,qc,ca,Drug Stores & Pharmacies,
uniprix.com,Uniprix Julie Michaud-Belzile - Pharmacie affiliée,14186265383.0,,14000 Boulevard Henri-Bourassa · In Place Liray,quebec,qc,ca,Drug Stores & Pharmacies,
willingtonct.org,Willington Registrar of Voters,18604873120.0,,"40 Old Farms Rd, Willington, CT 06279, United States",willington,ct,us,,
willingtonct.org,Willington Recreation Department,18604873100.0,,"40 Old Farms Rd, Willington, CT 06279",willington,eng,us,"Executive, Legislative & Government Institutions",
willingtonct.org,Willington Town Clerk,18604873121.0,,"40 Old Farms Rd, Willington, CT 06279, United States",willington,ct,us,"Executive, Legislative & Government Institutions",
willingtonct.org,Willington Health District,18604873100.0,,"40 Old Farms Rd, Willington, CT 06279",willington,eng,us,"Executive, Legislative & Government Institutions",
trophysmack.com,TrophySmack,18883481866.0,,"400 N Berry St, Brea, CA 92821",brea,ca,us,Awards & Trophies & Plaques,
rockymountainbbq.ca,Rocky Mountain BBQ Catering Ltd.,+14036519926,,5303 68 Ave SE #321 · In Great Plains Plaza,calgary,ab,ca,Catering & Delivery,
emfuleni.gov.za,Emfuleni Local Municipality,27169505000.0,,"27 Frikkie Meyer Blvd, Vanderbijlpark C. C., Vanderbijlpark, 1900, South Africa",vanderbijlpark,gt,za,"Executive, Legislative & Government Institutions",
greenacrestrailerpark.com,Green Acres Trailer Park,+17057383112,greenacres@summerhillresorts.com,"8 Green Acres Ln, Bobcaygeon, ON K0M 1A0, Canada",bobcaygeon,on,ca,,Green Acres Trailer Park in Bobcaygeon has been owned and operated by the McBride family for the past 38 seasons and continues to remain a summer retreat for fishermen and families alike.
riverbendinteriors.com,Riverbend Interiors,14039328900.0,info@riverbendinteriors.com,"137 River Ave, Cochrane, AB T4C 2C2, Canada",cochrane,ab,ca,Flooring Contractors,"Local family-run business committed to the community, with numerous years of experience in floor coverings and the renovation industry. Additional Information We have a large selection of Flooring including: Hardwood, Laminate, Lino, Cork, Luxury Vinyl Tile, Carpet, Area Rugs, as well as Home Decor such as Cabinet Har...dware, Blinds, Shutters and Custom Countertops. We are committed to provide only quality products and workmanship, devoted to honest business practices and our passion for interior design to help our customers create a warm, inviting home for their families."
shimadzu.co.jp,Shimadzu,81758231110.0,,"6, 森之宮１－６－１１１ NLC森の宮ビル 2階 · In ＮＬＣ森の宮ビル",,,jp,Medical Supply Manufacturers,
dreamgardenscometrue.com,Dream Gardens Come True,17054759088.0,,"62 Riddle Ct, North Bay, ON P1B 8S6, Canada",north bay,on,ca,Landscaping & Lawn Services,
insprestaurant.com,Inspire Restaurant,19055542889.0,,"144 Main St N #1, Markham, ON L3P 5T3, Canada",markham,on,ca,Restaurants,
nexgengolf.com,Nexgen Golf Products,+19053056301,,"3400 14th Ave #39, Markham, ON L3R 0H7, Canada",markham,on,ca,Promotional Merchandising,
imss.gob.mx,Grupo ALMA Lactancia Materna,+526622365930,,"Hermosillo, Sonora, Mexico",hermosillo,son,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,IMSS delegation Northern Veracruz,+522288185555,,"Lomas del Estadio, Centro, 91000 Xalapa-Enríquez, Mexico",xalapa enriquez centro,30,mx,"Executive, Legislative & Government Institutions",
imss.gob.mx,Delegación estatal IMSS,+524499752200,,"Prol Alameda 8, Col del Trabajo, 20180 Aguascalientes, Ags., Mexico",aguascalientes,agu,mx,"Executive, Legislative & Government Institutions",
imss.gob.mx,IMSS Unidad Medica Rural 037,+528006232323,,"Trancoso, Zacatecas, Mexico",mexico city,mexico city,mx,Decorators & Interior Designers,
imss.gob.mx,IMSS Oaxaca State Delegation,529515153475.0,,"avenida instituto politécnico nacional 5421 colonia magdalena de las salinas, 07760, mexico city, distrito federal, mexico, distrito federal",mexico city,mexico city,mx,Courthouses,
imss.gob.mx,IMSS Delegación CDMX Norte,525557473500.0,,Av Instituto Politécnico Nacional 5421,mexico city,mexico city,mx,Decorators & Interior Designers,
imss.gob.mx,IMSS - Delegación Regional de Baja California,526865647700.0,,"Aviación # 300, 21230 Mexicali, B.C., Mexico",mexicali,bcn,mx,Industrial Machinery & Supplies,
imss.gob.mx,Hospital De Ginecología Y Pediatría No. 48 IMSS,,,"avenida instituto politécnico nacional 5421 colonia magdalena de las salinas, 07760, mexico city, distrito federal, mexico, distrito federal",mexico city,mexico city,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,XXI Century National Medical Center,525556276900.0,,"Mexico City, Mexico",mexico city,cmx,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,IMSS PROSPERA,524989821572.0,,"Carretera Fresnillo Torreon Km 57.3 S/N Colonia, 98400 Río Grande, Zac., Mexico",rio grande,zac,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,State Delegation of the IMSS in Guanajuato,,,Blvd. Adolfo López Mateos S/N · In Unidad Medica De Alta Especialidad Leon,mexico city,mexico city,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,General Hospital No.11 Zone,+528677123491,,"Nuevo Laredo, Tamaulipas, Mexico",nuevo laredo,tam,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,IMSS Hospital Rural No. 41 Cerritos,+524868632344,,"Cerritos, San Luis Potosi, Mexico",cerritos,slp,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,Clínica 41 del IMSS,,,"Mexico City, Mexico",mexico city,cmx,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,UMF 59 IMSS,+524616627760,,"Celaya, Guanajuato, Mexico",celaya,gua,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,Seguro Social,,,"99000, Centro, Fresnillo, Zac., Mexico",fresnillo,zac,mx,Decorators & Interior Designers,
imss.gob.mx,Instituto Mexicano del Seguro Social Clínica Número 44 Valparaíso,+524579360387,,"Valparaíso, Zacatecas, Mexico",valparaiso,zac,mx,Decorators & Interior Designers,
imss.gob.mx,Instituto Mexicano del Seguro,+524431762020,,"Morelia, Michoacán, Mexico",morelia,mic,mx,,
imss.gob.mx,IMSS,525552382700.0,,"Mexico City, Mexico",mexico city,cmx,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,"Unidad Médica Rural \José María Patoni\""""",,,"José María Patoni, Durango, Mexico",mexico city,mexico city,mx,Clinics - Surgeons & Physicians,
imss.gob.mx,Oficinas Centrales del Instituto Mexicano del Seguro Social,525557261700.0,,"avenida instituto politécnico nacional 5421 colonia magdalena de las salinas, 07760, mexico city, distrito federal, mexico, distrito federal",mexico city,mexico city,mx,"Executive, Legislative & Government Institutions",
